dataset_id,author,downloads,likes,created_at,last_modified,tags
codelion/logical-puzzles-cot,codelion,205,1,2026-05-01 04:27:29+00:00,2026-06-06 02:50:17+00:00,"license:cc-by-4.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
zai-org/BPO,zai-org,195,22,2023-11-20 11:46:58+00:00,2023-11-20 11:49:55+00:00,"task_categories:text-generation,language:en,license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2311.04155,region:us,human_feedback"
zjunlp/SteerEval,zjunlp,191,6,2026-03-01 15:06:12+00:00,2026-03-04 07:34:03+00:00,"license:cc-by-sa-4.0,size_categories:10K<n<100K,modality:text,arxiv:2603.02578,region:us"
voidful/tts,voidful,187,0,2025-05-06 10:07:02+00:00,2025-05-19 02:11:44+00:00,"size_categories:1K<n<10K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/ann-datasets,weaviate,184,0,2025-10-21 04:28:28+00:00,2025-11-27 03:48:25+00:00,"size_categories:10K<n<100K,format:parquet,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zjunlp/ChineseHarm-bench,zjunlp,182,8,2025-05-31 18:05:14+00:00,2025-06-25 09:15:37+00:00,"task_categories:text-classification,language:zh,license:cc-by-nc-4.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,arxiv:2506.10960,region:us"
yueliu1999/GuardReasonerTrain,yueliu1999,176,4,2025-02-01 05:54:58+00:00,2025-05-28 16:11:25+00:00,"task_categories:text-classification,language:en,license:mit,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2501.18492,arxiv:2505.11049,region:us"
yoshitomo-matsubara/mu-mimo,yoshitomo-matsubara,175,0,2023-06-17 04:55:24+00:00,2023-07-19 02:22:04+00:00,"license:cdla-permissive-2.0,size_categories:100K<n<1M,region:us"
zjunlp/KnowUnDo,zjunlp,174,4,2024-07-15 12:37:08+00:00,2024-07-23 11:58:32+00:00,"task_categories:question-answering,task_ids:closed-domain-qa,language:en,license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2407.01920,region:us,Knowledge,Unlearning,QA,KnowUnDo,NLP,LLM"
visual-layer/coco-2014-vl-enriched,visual-layer,173,2,2024-07-24 06:36:40+00:00,2024-09-16 12:08:06+00:00,"task_categories:object-detection,size_categories:100K<n<1M,format:parquet,modality:image,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zli12321/MMMU,zli12321,165,0,2025-08-13 22:27:34+00:00,2025-08-20 06:54:14+00:00,"license:apache-2.0,size_categories:n<1K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/DataMind-12K,zjunlp,163,5,2025-09-29 14:28:15+00:00,2025-09-29 15:37:30+00:00,"license:mit,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xuyige/ASDiv-Aug,xuyige,155,1,2025-05-19 18:34:04+00:00,2025-05-19 18:35:37+00:00,"license:cc-by-nc-nd-4.0,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/MMSI,zli12321,149,0,2025-11-17 17:25:33+00:00,2025-11-17 17:26:47+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
codelion/finewiki-10M,codelion,144,2,2025-11-01 14:50:46+00:00,2025-11-02 16:00:39+00:00,"language:en,license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,wikipedia,finewiki,sampled"
zli12321/Bills,zli12321,141,0,2025-02-20 06:01:57+00:00,2025-07-09 21:41:07+00:00,"task_categories:other,language:en,license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2502.14748,arxiv:2107.02173,region:us,topic-modeling,llm-evaluation,benchmark,legislation,wikipedia"
zli12321/OmniSpatial,zli12321,138,0,2025-11-17 16:08:06+00:00,2025-11-17 17:27:25+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
zli12321/mathverse,zli12321,136,0,2026-02-21 17:57:28+00:00,2026-02-21 17:57:33+00:00,"size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
voidful/tulu-3-sft-forkdistil-ent4,voidful,134,0,2025-12-13 18:33:39+00:00,2025-12-14 07:43:58+00:00,"size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wb14123/couplet,wb14123,132,7,2023-04-01 16:01:14+00:00,2025-02-05 02:29:08+00:00,"task_categories:question-answering,language:zh,license:agpl-3.0,size_categories:100K<n<1M,format:csv,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yueliu1999/GuardReasoner-VLTest,yueliu1999,131,1,2025-05-19 07:25:14+00:00,2025-06-10 07:26:07+00:00,"task_categories:image-text-to-text,license:apache-2.0,size_categories:1K<n<10K,format:imagefolder,modality:image,library:datasets,library:mlcroissant,arxiv:2505.11049,region:us"
wassname/ethics_expression_preferences,wassname,128,2,2024-08-11 23:17:10+00:00,2025-05-25 03:40:39+00:00,"task_categories:text-generation,task_categories:question-answering,language:en,license:mit,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,DPO,RLHF,preferences"
yukimasano/pass,yukimasano,128,2,2022-03-02 23:29:22+00:00,2024-01-18 11:12:34+00:00,"task_categories:other,annotations_creators:no-annotation,language_creators:machine-generated,language_creators:expert-generated,multilinguality:monolingual,source_datasets:extended|yffc100M,language:en,license:cc-by-4.0,size_categories:1M<n<10M,arxiv:2109.13228,region:us,image-self-supervised pretraining"
zjunlp/FactCHD,zjunlp,128,6,2023-08-07 05:59:25+00:00,2024-02-05 15:52:39+00:00,"task_categories:text-generation,language:en,license:mit,size_categories:10K<n<100K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,hallucination"
wenge-research/yayi_uie_sft_data,wenge-research,126,46,2023-12-13 08:27:48+00:00,2024-03-26 07:19:01+00:00,"language:zh,language:en,license:apache-2.0,size_categories:1M<n<10M,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_1706381144,vwxyzjn,125,2,2024-01-27 18:48:27+00:00,2024-01-27 18:49:13+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
weizhepei/WebArena-Lite-SFT,weizhepei,120,1,2025-02-19 00:33:13+00:00,2025-03-22 00:56:56+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/fineweb-edu-100M,codelion,119,3,2025-07-04 15:43:02+00:00,2025-11-02 15:56:45+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/codec-superb-tiny,voidful,119,0,2025-12-17 09:09:02+00:00,2025-12-17 11:10:31+00:00,"size_categories:1K<n<10K,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
getomnico/omni-enterprise-rag-bench,getomnico,117,0,2026-05-21 04:19:48+00:00,2026-05-21 05:14:02+00:00,"task_categories:question-answering,task_categories:text-retrieval,license:apache-2.0,region:us,enterprise-rag-bench,rag,retrieval-augmented-generation,omni"
vwxyzjn/norobot_3pair_test_pref_24163,vwxyzjn,115,0,2024-09-06 15:17:20+00:00,2024-09-06 15:29:25+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
xinyu1205/mme_realworld_lite_1919_vstar_191_sum_2110,xinyu1205,110,0,2025-04-29 02:47:32+00:00,2025-04-29 02:50:25+00:00,"size_categories:1K<n<10K,format:arrow,modality:image,modality:text,library:datasets,library:mlcroissant,region:us"
zake7749/chinese-writing-benchmark,zake7749,109,0,2025-07-07 10:30:45+00:00,2026-03-12 18:36:39+00:00,"task_categories:text-generation,language:zh,license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
zli12321/hallusionbench,zli12321,109,0,2025-08-07 03:50:16+00:00,2025-08-07 04:00:37+00:00,"license:apache-2.0,size_categories:n<1K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zju3dv/SelfCap-Dataset,zju3dv,108,1,2026-01-28 05:28:43+00:00,2026-01-31 14:31:20+00:00,"size_categories:10K<n<100K,format:webdataset,modality:text,library:datasets,library:webdataset,library:mlcroissant,region:us"
zli12321/MLLM_test,zli12321,108,0,2025-07-18 22:14:11+00:00,2025-07-18 22:24:40+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/GSM-IC,voidful,107,2,2023-05-20 16:31:12+00:00,2023-05-20 16:33:09+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/Wiki,zli12321,107,0,2025-02-21 03:09:51+00:00,2025-07-09 21:42:46+00:00,"task_categories:other,language:en,license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2502.14748,arxiv:2107.02173,region:us,topic-modeling,llm-evaluation,benchmark,legislation,wikipedia"
vmayoral/cooper_position3,vmayoral,106,0,2025-01-07 13:03:55+00:00,2025-01-07 13:04:36+00:00,"task_categories:robotics,region:us,LeRobot,lerobot,robotics"
broadinstitute/axonet-neuromorpho-dataset,broadinstitute,105,0,2026-01-30 19:21:45+00:00,2026-01-31 15:28:20+00:00,"task_categories:image-segmentation,task_categories:image-feature-extraction,task_categories:zero-shot-classification,language:en,license:cc-by-4.0,size_categories:100K<n<1M,region:us,neuroscience,morphology,neurons,neuromorpho,biology,microscopy"
codelion/finepdfs-100M,codelion,105,2,2025-09-08 06:51:19+00:00,2025-11-02 15:56:37+00:00,"size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/ReClor,voidful,105,3,2023-05-20 17:01:17+00:00,2023-05-20 17:01:31+00:00,"modality:text,region:us"
wuji3/face-recognition,wuji3,104,4,2025-02-05 15:06:26+00:00,2025-03-17 11:53:13+00:00,"size_categories:1M<n<10M,format:parquet,modality:image,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
yandex/alchemist,yandex,104,52,2025-05-15 14:36:33+00:00,2025-06-06 11:34:12+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2505.19297,region:us"
zake7749/Qwen3.5-27B-DeepCoder-SFT,zake7749,102,2,2026-04-08 14:11:54+00:00,2026-04-08 14:17:22+00:00,"task_categories:text-generation,language:en,license:cc-by-4.0,size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,code,competitive-programming,rejection-sampling,sft,reasoning,python"
vwxyzjn/self-reward-dev1706043619,vwxyzjn,101,0,2024-01-23 21:03:05+00:00,2024-01-23 21:03:14+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/csqa2,voidful,100,1,2023-05-20 16:46:38+00:00,2023-05-20 16:48:04+00:00,region:us
vwxyzjn/summarize_from_feedback_oai_preprocessing_pythia-160m_53,vwxyzjn,100,0,2023-12-24 16:09:05+00:00,2023-12-24 16:09:34+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/unicodec-librispeech,voidful,99,0,2026-01-03 18:31:08+00:00,2026-01-03 18:31:45+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
wassname/ethics_qna_preferences,wassname,99,1,2024-08-11 23:22:11+00:00,2025-05-25 03:39:46+00:00,"task_categories:question-answering,task_categories:text-generation,language:en,license:mit,size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,DPO,RLHF,preferences"
wenqsun/DimensionX_Video,wenqsun,99,1,2025-10-12 11:51:29+00:00,2025-10-16 08:40:29+00:00,"size_categories:n<1K,modality:video,library:datasets,library:mlcroissant,region:us"
yuchenlin/G-PlanET,yuchenlin,99,5,2023-05-11 00:54:50+00:00,2023-07-15 07:33:33+00:00,"task_categories:text-generation,task_categories:table-to-text,task_categories:table-question-answering,language:en,license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2209.00465,region:us"
zjunlp/DataMind-Data,zjunlp,98,2,2025-10-11 11:17:00+00:00,2025-10-11 11:22:59+00:00,"license:mit,region:us"
voidful/DRCD,voidful,97,6,2022-07-20 08:16:09+00:00,2022-07-20 08:33:48+00:00,"license:cc-by-3.0,size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/sutra-100M,codelion,96,2,2025-07-07 14:38:24+00:00,2026-03-08 14:29:29+00:00,"task_categories:text-generation,language:en,license:apache-2.0,size_categories:10K<n<100K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,pretraining,educational,pedagogical,synthetic,sutra,multi-domain"
wassname/machiavelli,wassname,96,4,2025-02-22 10:23:45+00:00,2025-03-18 10:45:24+00:00,"language:en,license:mit,size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zjunlp/OceanInstruct-v0.1,zjunlp,95,6,2024-07-02 08:48:36+00:00,2024-07-05 12:50:58+00:00,"language:en,language:zh,license:mit,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2310.02031,region:us,Ocean"
zli12321/mmmu-pro-vision,zli12321,95,0,2025-07-22 07:43:40+00:00,2025-07-22 07:48:29+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zhengqili/Self-Forcing-Data,zhengqili,94,1,2025-09-20 16:10:52+00:00,2025-09-30 23:52:54+00:00,"license:mit,region:us"
voidful/cv_13_tw_speech_tokenizer_asr,voidful,92,0,2024-06-17 09:22:10+00:00,2024-06-17 10:18:30+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wangrongsheng/icliniq-10k-en,wangrongsheng,92,4,2023-05-07 07:34:37+00:00,2023-05-07 07:35:44+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/mmmu_pro_10options,zli12321,92,0,2025-07-22 06:54:07+00:00,2025-07-22 06:55:46+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/mm-vet,zli12321,91,0,2026-02-21 18:27:49+00:00,2026-02-21 18:27:57+00:00,"size_categories:n<1K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
zli12321/mathvision,zli12321,90,0,2026-02-21 17:59:36+00:00,2026-02-21 17:59:42+00:00,"size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
wenet-e2e/Speech-Dataset-Analyze,wenet-e2e,89,2,2022-11-28 13:01:57+00:00,2022-12-12 09:07:16+00:00,"license:apache-2.0,region:us"
zjunlp/ChatCell-Instructions,zjunlp,89,6,2024-02-10 08:16:37+00:00,2024-02-19 05:45:51+00:00,"language:en,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,biology,single-cell,single-cell analysis,text-generation-inference"
zli12321/visnumbench,zli12321,88,0,2025-07-21 19:39:01+00:00,2025-07-21 20:40:05+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/realWorldQA,zli12321,88,0,2026-02-21 18:17:13+00:00,2026-02-21 18:17:46+00:00,"size_categories:n<1K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
zjunlp/ConceptEdit,zjunlp,87,4,2024-03-10 13:08:00+00:00,2024-03-12 15:04:59+00:00,"license:cc-by-nc-sa-4.0,arxiv:2403.06259,region:us"
westlake-repl/AF2_UniRef50,westlake-repl,86,3,2024-01-18 12:33:31+00:00,2025-01-17 01:25:32+00:00,"license:mit,size_categories:10M<n<100M,format:csv,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yerevann/sst2,yerevann,86,1,2022-03-02 23:29:22+00:00,2022-02-02 20:02:45+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yuchenlin/i-Mind2Web,yuchenlin,86,0,2023-10-10 21:45:04+00:00,2023-10-13 09:41:53+00:00,"language:en,license:mit,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
foldl/midi,foldl,85,10,2023-07-13 08:29:07+00:00,2023-07-13 09:39:42+00:00,"task_categories:audio-to-audio,task_categories:audio-classification,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us,music"
zake7749/OpenScience-Chinese-Reasoning-SFT,zake7749,85,3,2026-03-13 14:33:13+00:00,2026-03-13 14:43:35+00:00,"task_categories:question-answering,task_categories:text-generation,language:zh,license:cc-by-4.0,size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,chemistry,biology,finance,medical,synthetic"
vwxyzjn/rejection_sampling_31313,vwxyzjn,84,0,2024-08-10 02:39:33+00:00,2024-08-10 05:29:52+00:00,"size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
zjunlp/OceanInstruct-o,zjunlp,84,3,2025-04-19 08:36:13+00:00,2025-05-16 13:50:13+00:00,"task_categories:visual-question-answering,language:en,language:zh,license:mit,size_categories:10K<n<100K,modality:image,arxiv:2310.02031,region:us,Ocean,oceangpt"
yeates/omnipaint-bench,yeates,83,2,2025-10-19 01:33:52+00:00,2025-10-19 05:38:01+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:imagefolder,modality:image,library:datasets,library:mlcroissant,region:us"
yueliu1999/FlipGuardData,yueliu1999,83,3,2024-10-18 07:37:38+00:00,2026-05-19 08:39:58+00:00,"task_categories:text-generation,language:en,license:mit,size_categories:10K<n<100K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,arxiv:2410.02832,region:us"
voidful/tkt-song,voidful,78,0,2026-06-01 08:21:55+00:00,2026-06-04 01:04:54+00:00,"task_categories:automatic-speech-recognition,task_categories:audio-text-to-text,license:other,size_categories:10K<n<100K,format:audiofolder,modality:audio,modality:text,library:datasets,library:mlcroissant,region:us,hokkien,taiwanese,lyrics,speech,audiofolder"
wangrongsheng/cMedQA-V2.0,wangrongsheng,77,6,2023-05-04 09:10:08+00:00,2023-05-04 10:21:40+00:00,"size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
waybarrios/images,waybarrios,77,0,2025-01-29 19:47:22+00:00,2025-02-07 21:20:29+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/tw-pretrain,voidful,76,0,2026-06-06 19:26:23+00:00,2026-06-09 17:55:19+00:00,"task_categories:text-generation,language:zh,language:en,language:ja,language:ko,language:vi,language:id,language:th,license:other,size_categories:10M<n<100M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us,pretraining-corpus,traditional-chinese,taiwan,multilingual,tokenizer-training"
codelion/Qwen3-0.6B-pts-steering-vectors,codelion,75,5,2025-05-06 16:37:52+00:00,2025-05-19 22:56:07+00:00,"language:en,license:apache-2.0,size_categories:1K<n<10K,format:json,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,region:us,pts,reasoning-datasets-competition,steering-vectors"
vwxyzjn/summarize_from_feedback_tldr_3_filtered_oai_preprocessing,vwxyzjn,74,0,2023-10-19 17:37:41+00:00,2023-11-08 02:28:58+00:00,"size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
voidful/IIRC,voidful,73,0,2023-05-20 16:50:00+00:00,2023-05-20 16:50:36+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_tldr_3_filtered,vwxyzjn,73,1,2023-09-19 20:07:59+00:00,2023-09-19 20:10:04+00:00,"task_categories:summarization,language:en,license:mit,size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/common_voice_16_1_ca_up_8,xaviviro,73,0,2024-01-26 07:12:59+00:00,2024-01-26 07:13:52+00:00,"size_categories:10K<n<100K,format:parquet,modality:audio,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zjunlp/DataMind-Analysis-SFT-Data,zjunlp,73,1,2025-07-21 02:59:00+00:00,2025-07-21 03:32:16+00:00,"language:en,license:mit,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2506.19794,region:us"
vwxyzjn/cai-conversation-dev1-h4,vwxyzjn,72,0,2023-11-07 18:10:41+00:00,2023-11-27 19:41:37+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/gemini-3.1-opus-4.6-reasoning-merged,voidful,70,6,2026-03-07 00:42:23+00:00,2026-03-07 00:43:48+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
wassname/hh-rlhf-sycophantic,wassname,70,0,2026-05-23 06:23:51+00:00,2026-05-23 07:18:47+00:00,"task_categories:text-generation,source_datasets:Anthropic/hh-rlhf,language:en,license:mit,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,arxiv:2310.13548,region:us,sycophancy,dpo,preference-pairs,hh-rlhf,ai-safety"
codelion/worker-safety-qa-eval,codelion,69,4,2024-05-25 02:31:00+00:00,2024-06-20 04:09:33+00:00,"task_categories:question-answering,language:en,license:apache-2.0,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,doi:10.57967/hf/2591,region:us"
voidful/wavtokenizer-librispeech,voidful,69,0,2026-01-03 21:03:13+00:00,2026-01-03 21:03:54+00:00,"size_categories:100K<n<1M,modality:tabular,modality:text,region:us"
zli12321/mathvista,zli12321,69,0,2026-02-21 18:02:03+00:00,2026-02-21 18:02:10+00:00,"size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
vwxyzjn/openhermes-dev__mistralai_Mistral-7B-Instruct-v0.1__1707489287,vwxyzjn,68,0,2024-02-09 14:35:18+00:00,2024-02-09 14:35:20+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weecology/neon-tree-crowns-dta,weecology,66,0,2026-05-15 17:32:24+00:00,2026-05-15 18:44:55+00:00,"size_categories:10K<n<100K,modality:geospatial,region:us,neon,tree-crowns,remote-sensing,aerial,geospatial,ecology,biodiversity"
weaviate/IRPAPERS,weaviate,65,5,2026-02-22 21:04:18+00:00,2026-02-23 02:56:20+00:00,"license:mit,size_categories:1K<n<10K,format:csv,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,arxiv:2602.17687,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_1704166566,vwxyzjn,64,0,2024-01-02 03:36:57+00:00,2024-01-02 03:37:31+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-dev1705628758,vwxyzjn,64,0,2024-01-19 01:47:15+00:00,2024-01-19 01:47:23+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/old-tulu-3-mix-pref-dataset,vwxyzjn,64,0,2025-01-21 15:44:31+00:00,2025-01-21 15:44:56+00:00,"size_categories:100K<n<1M,format:parquet,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wangrongsheng/tweet_sentiment_extraction,wangrongsheng,64,0,2024-10-08 12:36:04+00:00,2024-10-08 12:36:21+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/WorFBench_train,zjunlp,64,4,2024-10-17 06:36:34+00:00,2025-03-24 02:49:12+00:00,"license:apache-2.0,size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2410.07869,region:us,agents"
codelion/dclm-baseline-100M,codelion,63,2,2025-07-04 15:26:49+00:00,2025-11-02 15:56:40+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/reasoning_gemini_300k,voidful,63,18,2025-02-20 07:32:07+00:00,2025-03-01 10:14:49+00:00,"language:en,size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
wassname/daily_dilemmas-self,wassname,63,0,2026-04-28 22:52:19+00:00,2026-04-30 05:50:26+00:00,"task_categories:text-generation,language:en,license:cc-by-4.0,size_categories:1K<n<10K,format:parquet,format:optimized-parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,arxiv:2410.02683,region:us,values,daily-dilemmas,evaluation"
zake7749/chinese-writing-bench-judgements-gpt-5.4,zake7749,63,0,2026-03-09 07:34:47+00:00,2026-03-12 18:35:52+00:00,"task_categories:text-generation,language:zh,license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
voidful/tulu3-distil-gkd,voidful,61,0,2025-12-30 08:38:53+00:00,2025-12-30 08:39:58+00:00,"size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
