dataset_id,author,downloads,likes,created_at,last_modified,tags
yuchenlin/LGP-Bench,yuchenlin,31,0,2024-06-29 06:55:51+00:00,2024-06-30 02:25:54+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/KnowRL-Train-Data,zjunlp,31,1,2025-06-15 18:11:30+00:00,2025-06-25 05:49:56+00:00,"task_categories:question-answering,license:mit,size_categories:1K<n<10K,arxiv:2506.19807,region:us"
zli12321/pope,zli12321,31,0,2025-08-07 20:47:01+00:00,2025-08-07 20:47:28+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/cMedQA-V1.0,wangrongsheng,30,2,2023-05-04 09:09:56+00:00,2023-05-04 10:42:47+00:00,"size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/arXiv-AI-papers-multi-vector,weaviate,30,1,2025-02-18 07:55:21+00:00,2025-02-18 08:19:24+00:00,"task_categories:question-answering,language:en,license:mit,size_categories:n<1K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:2412.12121,region:us,weaviate,multi-vector,arxiv"
xingyaoww/opendevin-code-act,xingyaoww,30,4,2024-05-16 05:47:08+00:00,2024-05-25 14:47:53+00:00,region:us
zjunlp/SafeEdit,zjunlp,30,20,2024-03-21 10:02:41+00:00,2024-10-10 05:01:36+00:00,"language:en,license:cc-by-nc-sa-4.0,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,arxiv:2403.14472,arxiv:2305.13860,arxiv:2402.13462,arxiv:2309.07045,region:us"
vwxyzjn/cai-conversation-dev1705951688,vwxyzjn,29,0,2024-01-22 19:33:05+00:00,2024-01-22 19:33:14+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/norobot_pref_4860,vwxyzjn,29,0,2024-10-02 19:44:06+00:00,2024-10-02 19:51:39+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
wandb/fava-data-processed,wandb,29,0,2024-12-01 17:41:56+00:00,2024-12-01 17:42:00+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/cv_eu_snac_full,xaviviro,29,0,2025-11-05 18:29:11+00:00,2025-11-05 18:29:29+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
zjunlp/OneGen-TrainDataset-SelfRAG,zjunlp,29,1,2024-10-07 16:01:56+00:00,2024-10-14 05:07:23+00:00,"language:en,license:apache-2.0,region:us"
vwxyzjn/rlvr_acecoder,vwxyzjn,28,0,2025-02-14 19:42:50+00:00,2025-05-05 23:04:13+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/Huatuo-data,wangrongsheng,28,2,2023-05-17 15:23:34+00:00,2023-05-17 15:24:04+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weihaox/umbrae,weihaox,28,2,2024-03-16 12:57:00+00:00,2024-09-23 19:24:13+00:00,region:us
vmayoral/u850_test3,vmayoral,27,1,2024-10-30 08:42:27+00:00,2024-10-30 08:42:41+00:00,"task_categories:robotics,region:us,LeRobot,marmoka,robotics"
vwxyzjn/openhermes-dev__kaist-ai_prometheus-13b-v1.0__1707408224,vwxyzjn,27,0,2024-02-08 16:08:03+00:00,2024-02-08 16:08:27+00:00,"size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zake7749/kyara-chinese-math-sft-s0-30K,zake7749,27,4,2024-08-19 11:56:45+00:00,2024-09-07 12:26:57+00:00,"task_categories:question-answering,task_categories:text-generation,language:zh,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/multi_aspect_eval,voidful,26,0,2024-04-29 04:04:09+00:00,2024-12-27 00:50:49+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/gemini-3.1-opus-4.6-reasoning-merged_v2,voidful,26,0,2026-03-20 08:58:20+00:00,2026-03-23 09:43:02+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
vwxyzjn/norobot_generation_11421,vwxyzjn,26,0,2024-10-02 17:27:14+00:00,2024-10-02 17:36:58+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/the-algorithm-python-debug,vwxyzjn,26,0,2025-04-02 03:18:40+00:00,2025-04-02 03:18:41+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wassim249/ads-genius-dataset,wassim249,26,0,2025-03-19 12:10:25+00:00,2025-03-19 12:12:06+00:00,"task_categories:question-answering,task_categories:text-generation,language:en,license:mit,size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,ads,marketing"
wassname/tiny-mcf-vignettes,wassname,26,0,2026-04-30 11:58:22+00:00,2026-04-30 11:59:03+00:00,"task_categories:text-classification,language:en,license:mit,size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,moral-foundations,evaluation,alignment"
zli12321/ChartQA,zli12321,26,0,2025-08-05 01:32:14+00:00,2025-08-05 01:32:39+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
foldl/99problems,foldl,25,1,2023-03-13 16:19:24+00:00,2023-03-13 19:13:16+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/cai-conversation-dev1705631776,vwxyzjn,25,0,2024-01-19 02:38:12+00:00,2024-01-19 02:38:27+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/summarize_from_feedback_oai_preprocessing_1711138084,vwxyzjn,25,0,2024-03-22 20:12:47+00:00,2024-03-22 20:13:39+00:00,"size_categories:100K<n<1M,format:parquet,modality:image,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
xaviviro/FEDERICO-GARCIA-LORCA-canciones-poemas-romances-annotated,xaviviro,25,0,2026-03-12 05:33:44+00:00,2026-03-12 07:12:23+00:00,"task_categories:text-generation,task_categories:text-classification,task_ids:language-modeling,task_ids:multi-label-classification,annotations_creators:machine-generated,multilinguality:monolingual,source_datasets:original,language:es,license:cc-by-4.0,size_categories:n<1K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,poetry,spanish-literature,lorca,generation-del-27,nlp,literary-analysis,fine-tuning,llm-evaluation"
vwxyzjn/norobot_pref_17330,vwxyzjn,24,0,2024-10-02 16:18:15+00:00,2024-10-02 16:22:41+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
wangrongsheng/open-book-CMB-exam,wangrongsheng,23,1,2024-01-18 07:54:54+00:00,2024-01-18 11:50:57+00:00,region:us
yueliu1999/GuardReasoner-VLTrain-Image,yueliu1999,23,0,2025-05-29 04:09:46+00:00,2025-05-29 04:18:07+00:00,"license:apache-2.0,modality:image,region:us"
zli12321/VILP-language-shortcut,zli12321,23,0,2025-11-18 00:56:28+00:00,2025-11-18 00:57:20+00:00,"license:apache-2.0,size_categories:n<1K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
foldl/MathSet,foldl,22,1,2023-03-12 14:52:46+00:00,2023-03-12 15:50:21+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
visual-layer/human-action-recognition-vl-enriched,visual-layer,22,4,2024-08-26 12:14:56+00:00,2024-09-18 15:09:02+00:00,"size_categories:10K<n<100K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
voidful/tulu3-distil-kd,voidful,22,0,2025-12-31 04:48:36+00:00,2025-12-31 04:49:34+00:00,"size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
vwxyzjn/norobot_generation_16318,vwxyzjn,22,0,2024-10-02 15:58:49+00:00,2024-10-02 15:59:10+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
weaviate/FilteredCars,weaviate,22,0,2026-06-09 08:32:37+00:00,2026-06-09 09:02:12+00:00,"license:mit,region:us"
zjunlp/KnowSelf-Train-Data,zjunlp,22,2,2025-02-23 13:33:47+00:00,2025-07-21 03:24:41+00:00,"task_categories:text-generation,license:apache-2.0,arxiv:2504.03553,region:us"
codelion/Qwen3-0.6B-pts-dpo-pairs,codelion,21,2,2025-05-06 16:44:26+00:00,2025-05-19 22:56:17+00:00,"language:en,license:apache-2.0,size_categories:n<1K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us,dpo,pts,reasoning-datasets-competition"
vwxyzjn/norobot_pref_11421,vwxyzjn,21,0,2024-10-02 17:36:20+00:00,2024-10-02 17:42:56+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
xaviviro/oasst2_euskera,xaviviro,21,0,2024-01-07 11:28:31+00:00,2024-01-07 11:29:13+00:00,"language:eu,license:apache-2.0,size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,Euskera"
broadinstitute/Celldega_Supporting_Data,broadinstitute,20,0,2026-04-29 14:06:53+00:00,2026-04-29 14:08:02+00:00,region:us
voidful/librispeech_encodec,voidful,20,1,2022-12-06 16:28:59+00:00,2022-12-06 16:36:32+00:00,"size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us"
vwxyzjn/norobot_generation_16325,vwxyzjn,20,0,2024-10-02 17:40:42+00:00,2024-10-02 17:43:22+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/norobot_generation_465,vwxyzjn,20,0,2024-10-02 18:36:21+00:00,2024-10-02 18:44:05+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/multiplication_train_1000_2x2-gsm8k-verifier,vwxyzjn,20,0,2025-03-10 15:26:26+00:00,2025-03-10 15:26:28+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rlvr_orz_math_13k_collection_hard,vwxyzjn,20,0,2025-04-28 14:38:09+00:00,2025-04-28 14:38:15+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rlvr_orz_math_72k_collection_extended,vwxyzjn,20,0,2025-04-28 14:38:29+00:00,2025-04-28 14:38:33+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wassim249/ids-bot-iot,wassim249,20,0,2024-12-04 08:42:47+00:00,2024-12-04 08:43:09+00:00,"size_categories:1M<n<10M,format:parquet,modality:tabular,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
x-square-robot/mb-benchmark,x-square-robot,20,0,2026-06-08 05:33:10+00:00,2026-06-08 05:33:11+00:00,region:us
xaviviro/oasst2_es,xaviviro,20,0,2024-01-03 03:50:08+00:00,2024-01-07 04:44:42+00:00,"language:es,license:apache-2.0,size_categories:100K<n<1M,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/ReCode-Train-Data,zjunlp,20,2,2025-07-01 03:13:46+00:00,2025-07-01 03:55:32+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/synth-10M,codelion,19,0,2025-11-11 04:04:07+00:00,2025-11-11 04:04:11+00:00,"language:en,language:es,language:de,language:fr,language:pl,language:it,language:nl,language:la,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,synthetic,reasoning,pleias,synth,sampled,multilingual"
codelion/sutra-magpie-sft,codelion,19,2,2025-12-17 13:48:17+00:00,2026-03-08 14:30:15+00:00,"task_categories:text-generation,language:en,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us,sft,instruction-tuning,post-training,magpie,sutra,conversational"
visual-layer/food101-vl-enriched,visual-layer,19,2,2024-08-26 12:12:46+00:00,2024-09-18 15:10:45+00:00,"size_categories:100K<n<1M,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
visual-layer/cifar10-vl-enriched,visual-layer,19,1,2024-08-26 12:14:21+00:00,2024-09-16 12:10:05+00:00,"size_categories:10K<n<100K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vmayoral/eval_cooper_test3,vmayoral,19,0,2025-01-03 15:06:32+00:00,2025-01-03 15:06:39+00:00,"task_categories:robotics,region:us,LeRobot,tutorial,eval"
vwxyzjn/norobot_generation_4738,vwxyzjn,19,0,2024-10-02 15:34:24+00:00,2024-10-02 15:34:44+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/rejection_sampling_scores_1727886721,vwxyzjn,19,0,2024-10-02 16:32:03+00:00,2024-10-02 16:32:05+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/medical-o1-data,wangrongsheng,19,0,2025-03-15 09:40:54+00:00,2025-03-15 10:03:28+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yerevann/freesolv-normalized,yerevann,19,0,2024-08-21 14:46:07+00:00,2024-08-21 14:52:01+00:00,"license:apache-2.0,size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zjunlp/Knowledge2Data,zjunlp,19,1,2025-06-03 12:13:15+00:00,2025-11-26 02:08:18+00:00,"task_categories:image-text-to-text,license:mit,arxiv:2505.22633,region:us"
codelion/DeepSeek-R1-Distill-Qwen-1.5B-pts,codelion,18,1,2025-05-13 03:59:24+00:00,2025-05-13 11:46:20+00:00,"language:en,license:apache-2.0,size_categories:1K<n<10K,region:us,pts,reasoning-datasets-competition"
codelion/DeepSeek-R1-Distill-Qwen-1.5B-pts-thought-anchors,codelion,18,2,2025-07-10 21:49:09+00:00,2025-07-10 21:57:40+00:00,"task_categories:other,language:en,size_categories:n<1K,format:json,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,pts,thought-anchors,reasoning,llm-analysis,sentence-level-analysis,pivotal-token-search"
vmayoral/u850_test3_2,vmayoral,18,0,2024-10-30 08:50:23+00:00,2024-10-30 08:50:32+00:00,"task_categories:robotics,region:us,LeRobot,marmoka,robotics,retrain"
voidful/tulu3-distil-speculative,voidful,18,0,2025-12-22 17:48:31+00:00,2025-12-22 17:48:46+00:00,"size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
voidful/tulu3-distil-seqkd,voidful,18,0,2025-12-24 07:40:01+00:00,2025-12-30 03:36:32+00:00,"size_categories:10K<n<100K,format:parquet,format:optimized-parquet,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
vwxyzjn/acecoder_sft_gpt4o_test_cases_then_impl,vwxyzjn,18,0,2025-04-10 20:19:40+00:00,2025-04-10 20:19:46+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/LongWriter-6k,wangrongsheng,18,1,2024-10-25 13:47:16+00:00,2024-10-26 12:55:01+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
weaviate/kaggle-stroke-patients-with-description-embeddings,weaviate,18,0,2024-12-26 00:50:26+00:00,2024-12-26 13:50:07+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:csv,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yuchenlin/list-instruct,yuchenlin,18,2,2023-07-13 23:32:45+00:00,2023-07-13 23:41:24+00:00,"license:apache-2.0,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zai-org/Vision2Web-Leaderboard,zai-org,18,4,2026-03-29 15:50:28+00:00,2026-03-29 15:50:55+00:00,"task_categories:text-generation,language:en,license:apache-2.0,region:us,code"
codelion/Llama-3.2-1B-Instruct-magpie-tool-calling,codelion,17,1,2025-07-18 15:13:29+00:00,2025-07-18 15:13:35+00:00,"size_categories:1K<n<10K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/finewiki-1B,codelion,17,2,2025-11-02 09:15:05+00:00,2025-11-02 16:00:40+00:00,"language:en,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us,wikipedia,finewiki,sampled"
voidful/CommaQA,voidful,17,0,2023-05-20 16:16:46+00:00,2023-05-25 05:08:23+00:00,region:us
voidful/unicodec-fisher-train,voidful,17,0,2025-12-30 01:04:01+00:00,2025-12-30 01:04:42+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:dask,library:polars,library:mlcroissant,region:us"
voidism/nq-gar,voidism,17,0,2023-04-17 04:59:21+00:00,2023-04-17 21:22:42+00:00,"task_categories:text-generation,language:en,license:mit,region:us"
vwxyzjn/cai-conversation-prod-h4-harmless,vwxyzjn,17,0,2023-11-30 19:30:03+00:00,2023-12-01 14:30:02+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/sentiment-trl-style,vwxyzjn,17,0,2024-06-20 17:30:23+00:00,2024-06-20 17:31:14+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,arxiv:1909.08593,region:us"
vwxyzjn/rejection_sampling_23251,vwxyzjn,17,0,2024-08-02 16:23:05+00:00,2024-08-04 16:07:54+00:00,"size_categories:100K<n<1M,format:json,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/norobot_generation_4860,vwxyzjn,17,0,2024-10-02 19:37:16+00:00,2024-10-02 19:37:39+00:00,"size_categories:10K<n<100K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/acecoder_sft_gpt4o_test_cases_then_impl_no_system_message,vwxyzjn,17,1,2025-04-11 02:58:49+00:00,2025-04-11 02:58:53+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/Huatuo-8k,wangrongsheng,17,1,2023-05-07 07:21:55+00:00,2023-05-07 07:22:45+00:00,"size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/twitter_disaster,wangrongsheng,17,0,2024-08-15 07:25:09+00:00,2024-08-15 07:25:33+00:00,"language:en,size_categories:10K<n<100K,format:csv,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,disaster-classification,text classification,NLP"
yuchenlin/rex-instruct,yuchenlin,17,0,2023-09-13 21:35:45+00:00,2023-09-13 22:10:24+00:00,"size_categories:100K<n<1M,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
yuchenlin/just-eval-redteam,yuchenlin,17,1,2023-10-06 18:26:25+00:00,2023-10-06 21:54:33+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
zli12321/clevr_count_70k,zli12321,17,0,2026-02-21 17:55:19+00:00,2026-02-21 17:55:22+00:00,"size_categories:n<1K,format:parquet,format:optimized-parquet,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
codelion/finewiki-100M,codelion,16,2,2025-11-01 15:01:17+00:00,2025-11-02 16:00:39+00:00,"language:en,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,library:polars,region:us,wikipedia,finewiki,sampled"
vmayoral/cooper_onsite_cdpo_fd_lower2,vmayoral,16,0,2025-01-29 15:30:35+00:00,2025-01-29 15:30:40+00:00,"task_categories:robotics,region:us,LeRobot,cooper,onsite"
voidful/QAQ,voidful,16,0,2025-12-07 15:37:53+00:00,2026-01-07 08:59:53+00:00,region:us
vwxyzjn/cai-conversation-new,vwxyzjn,16,0,2023-10-16 17:40:26+00:00,2023-10-20 14:53:49+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/hh-rlhf,vwxyzjn,16,0,2024-03-13 15:30:01+00:00,2024-03-13 15:32:13+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
wangrongsheng/Kimi-K1.5-Distill-data,wangrongsheng,16,4,2025-02-25 08:01:28+00:00,2025-02-27 10:48:38+00:00,"language:en,size_categories:n<1K,format:parquet,modality:tabular,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,doi:10.57967/hf/4649,region:us,math,reasoning"
wenet-e2e/chinese_qa,wenet-e2e,16,0,2025-10-16 07:00:30+00:00,2025-10-16 07:21:12+00:00,"license:apache-2.0,size_categories:n<1K,format:audiofolder,modality:audio,library:datasets,library:mlcroissant,region:us"
xaviviro/oasst2_ca_gpt,xaviviro,16,0,2023-12-28 06:32:22+00:00,2024-01-07 04:45:02+00:00,"language:ca,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xuyige/CrossMath-Train,xuyige,16,0,2026-06-08 08:59:29+00:00,2026-06-08 09:12:06+00:00,"license:cc-by-nc-nd-4.0,size_categories:1K<n<10K,format:json,modality:image,modality:text,library:datasets,library:pandas,library:polars,library:mlcroissant,region:us"
codelion/dclm-baseline-10M,codelion,15,2,2025-06-29 12:53:40+00:00,2025-11-02 15:56:39+00:00,"size_categories:1K<n<10K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
codelion/synth-100M,codelion,15,0,2025-11-11 04:16:52+00:00,2025-11-11 04:17:04+00:00,"language:en,language:es,language:de,language:fr,language:pl,language:it,language:nl,language:la,license:apache-2.0,size_categories:100K<n<1M,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,synthetic,reasoning,pleias,synth,sampled,multilingual"
foldl/touch_some_grass,foldl,15,2,2023-12-30 15:50:00+00:00,2024-02-01 22:35:15+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vmayoral/u850_test2,vmayoral,15,0,2024-10-28 15:09:23+00:00,2024-10-28 15:09:40+00:00,"task_categories:robotics,region:us,LeRobot,tutorial,hackathon"
voidful/tts_test_data,voidful,15,0,2024-11-24 03:36:27+00:00,2024-11-24 03:36:42+00:00,"size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rejection_sampling_1723242476,vwxyzjn,15,0,2024-08-09 22:27:56+00:00,2024-08-09 22:27:57+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vwxyzjn/rejection_sampling_26764,vwxyzjn,15,0,2024-08-21 21:31:27+00:00,2024-08-21 21:31:30+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
vwxyzjn/generation_6296,vwxyzjn,15,0,2024-09-05 21:24:19+00:00,2024-09-05 21:24:31+00:00,"size_categories:n<1K,format:json,modality:text,library:datasets,library:dask,library:mlcroissant,region:us"
weaviate/WeaviateGraphQLGorilla,weaviate,15,8,2023-08-31 00:55:30+00:00,2023-10-03 13:59:43+00:00,"license:mit,size_categories:1K<n<10K,format:json,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/oasst2_es_gpt,xaviviro,15,1,2024-01-03 03:53:14+00:00,2024-01-07 04:44:21+00:00,"language:es,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
xaviviro/oasst2_euskera_gpt,xaviviro,15,0,2024-01-08 07:13:06+00:00,2024-01-08 07:13:41+00:00,"language:eu,license:apache-2.0,size_categories:10K<n<100K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us,euskera"
zjunlp/CKnowEdit,zjunlp,15,5,2024-09-10 06:40:06+00:00,2025-02-24 10:44:39+00:00,region:us
zjunlp/ADS-Edit,zjunlp,15,1,2025-03-27 02:54:17+00:00,2025-07-29 08:41:12+00:00,"language:en,license:mit,size_categories:1K<n<10K,arxiv:2503.20756,region:us,code"
codelion/Qwen3-0.6B-pts,codelion,14,2,2025-05-06 16:40:10+00:00,2025-05-19 22:49:30+00:00,"language:en,license:apache-2.0,size_categories:1K<n<10K,format:json,modality:tabular,modality:text,library:datasets,library:dask,library:mlcroissant,region:us,pts,reasoning-datasets-competition"
codelion/execution-world-model-dataset,codelion,14,0,2025-10-14 08:06:51+00:00,2025-10-14 08:06:53+00:00,"size_categories:n<1K,format:parquet,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
visual-layer/fashion-mnist-vl-enriched,visual-layer,14,2,2024-08-27 19:37:24+00:00,2024-09-18 15:10:03+00:00,"size_categories:10K<n<100K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
visual-layer/mnist-vl-enriched,visual-layer,14,1,2024-08-28 09:30:22+00:00,2024-09-18 15:11:31+00:00,"size_categories:10K<n<100K,format:parquet,modality:image,modality:text,library:datasets,library:pandas,library:mlcroissant,library:polars,region:us"
vmayoral/eval_u850_test,vmayoral,14,0,2024-10-27 17:31:28+00:00,2024-10-27 17:31:35+00:00,"task_categories:robotics,region:us,LeRobot,tutorial,eval"
vmayoral/cooper_position2,vmayoral,14,0,2025-01-02 09:24:26+00:00,2025-01-02 09:24:46+00:00,"task_categories:robotics,region:us,LeRobot,cooper"
vmayoral/cooper_onsite_cdpo_fd_lower1,vmayoral,14,0,2025-01-28 16:30:25+00:00,2025-01-28 16:35:03+00:00,"task_categories:robotics,region:us,LeRobot,cooper,onsite"
